Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),MAX_WL(m),MIN_WL(m),AVE_WL(m)
Barisal,2020,7,30,33.6,25.8,6,3,91,,7.1,6.3,416.22,    2.22,    1.45,    1.83
Barisal,2020,7,31,32.6,26,11,2,91,,5.2,8.2,355.04,    2.34,    1.43,    1.87
Barisal,2020,8,1,33.6,26.6,0,3,92,69,7.6,5.2,433.86,    2.43,    1.42,    1.89
Barisal,2020,8,2,32.8,27.4,0,2,92,69,2.8,10,275.67,    2.45,    1.37,    1.91
Barisal,2020,8,3,35.2,27.8,71,3,92,61,7.2,5.6,420.67,    2.49,    1.35,    1.94
Barisal,2020,8,4,29.2,26.6,44,1,91,91,0.7,12.1,206.47,    2.53,    1.38,    1.94
Barisal,2020,8,5,34.2,25.2,20,1,91,92,2.8,10,275.67,    2.85,    1.78,    2.23
Barisal,2020,8,6,28.6,26,25,1,91,82,0.2,12.6,189.99,    2.77,    1.85,    2.36
Barisal,2020,8,7,32.2,26.4,0.2,2,91,83,5.1,7.7,351.47,    2.64,    1.81,    2.27
Barisal,2020,8,8,35.8,26.8,3,2,91,69,4.8,8,341.58,    2.51,    1.75,    2.21
Barisal,2020,8,9,31.8,27,5,2,92,72,7.8,5,440.45,    2.41,    1.76,    2.11
Barisal,2020,8,10,32,26.8,2,5,91,69,9.8,3,506.36,    2.40,    1.82,    2.12
Barisal,2020,8,11,29,27,3,2,92,83,1.7,11.1,239.42,    2.33,    1.75,    2.08
Barisal,2020,8,12,31.2,27.2,4,3,92,83,4.9,7.9,344.88,    2.13,    1.72,    1.92
Barisal,2020,8,13,31.8,26.8,6,4,91,76,9.3,3.5,489.88,    2.15,    1.65,    1.86
Barisal,2020,8,14,31.4,26.6,6,4,96,75,9.5,3.3,496.47,    2.20,    1.63,    1.90
Barisal,2020,8,15,28.8,26.4,31,1,91,91,2.5,10.3,265.79,    2.47,    1.69,    2.04
Barisal,2020,8,16,30.2,26,30,2,91,81,6.6,6.2,400.9,    2.59,    1.73,    2.13
Barisal,2020,8,17,28.4,26,52,1,96,91,0,12.8,183.4,    2.66,    1.77,    2.20
Barisal,2020,8,18,30.6,25.2,17,1,91,80,1.4,11.4,229.54,    2.67,    1.81,    2.21
Barisal,2020,8,19,28.4,25.8,37,1,91,80,3.7,9.1,305.33,    3.00,    1.76,    2.24
Barisal,2020,8,20,28.2,25.6,44,1,91,80,0,12.8,183.4,    3.07,    2.20,    2.64
Barisal,2020,8,21,27,25.2,31,1,91,91,0.8,12,209.76,    2.98,    1.91,    2.52
Barisal,2020,8,22,26,25.8,57,1,91,80,0,12.8,183.4,    2.75,    1.84,    2.43
Barisal,2020,8,23,29,25.2,10,1,91,83,1.1,11.7,219.65,    2.63,    1.85,    2.32
Barisal,2020,8,24,27.8,25,4,4,96,83,9.4,3.4,493.17,    2.50,    1.60,    2.09
Barisal,2020,8,25,30.2,25.6,5,2,91,74,0.8,12,209.76,    2.41,    1.79,    2.07
Barisal,2020,8,26,28.2,25.4,9,1,91,91,2.9,9.9,278.97,    2.47,    1.85,    2.17
Barisal,2020,8,27,31.6,25.8,2,2,91,83,5.6,7.2,367.95,    2.38,    1.66,    2.03
Barisal,2020,8,28,32,26.4,0,2,91,83,6.9,5.9,410.79,    2.24,    1.65,    1.93
Barisal,2020,8,29,32.6,26,0,4,91,76,8.7,4.1,470.11,    2.27,    1.63,    1.95
Barisal,2020,8,30,34.4,26.2,0,4,91,69,8.2,4.6,453.63,    2.29,    1.55,    1.89
Barisal,2020,8,31,32.6,27.4,2,2,92,76,4.2,8.6,321.81,    2.20,    1.10,    1.64
Barisal,2020,9,1,29.6,26,0,1,91,83,2.4,9.8,236.17,    2.22,    1.07,    1.67
Barisal,2020,9,2,31,25.8,2,2,91,83,6.5,5.7,361.85,    2.30,    1.15,    1.72
Barisal,2020,9,3,32.6,26,0,4,91,76,8.7,3.5,429.29,    2.25,    1.16,    1.73
Barisal,2020,9,4,34.2,26,0,5,91,69,9.4,2.8,450.75,    2.21,    1.18,    1.73
Barisal,2020,9,5,34.6,26.6,0,3,92,62,7.8,4.4,401.7,    2.15,    1.13,    1.70
Barisal,2020,9,6,34.6,26.8,0,3,91,69,8.8,3.4,432.36,    2.10,    1.05,    1.73
Barisal,2020,9,7,33.6,26.8,0,2,82,76,6,6.2,346.52,    2.02,    1.06,    1.61
Barisal,2020,9,8,35.2,26.6,0,2,91,,8.5,3.7,423.16,    1.95,    1.09,    1.57
Barisal,2020,9,9,35,27.2,10,2,92,67,6.2,6,352.66,    1.91,    1.11,    1.53
Barisal,2020,9,10,33.2,26.8,0,1,91,76,3.6,8.6,272.95,    1.87,    1.08,    1.50
Barisal,2020,9,11,33.2,26.2,0,1,91,83,1.2,11,199.38,    1.91,    1.06,    1.51
Barisal,2020,9,12,32.4,26.4,0,2,91,76,5.2,7,322,    1.83,    1.19,    1.51
Barisal,2020,9,13,32.6,26.2,0,2,92,76,5.4,6.8,328.13,    1.89,    1.20,    1.51
Barisal,2020,9,14,32.2,26.6,0,2,92,75,4.3,7.9,294.41,    1.85,    1.11,    1.49
Barisal,2020,9,15,31.6,26.8,0,3,92,59,6.4,5.8,358.79,    2.01,    1.24,    1.58
Barisal,2020,9,16,32.2,27,0,2,91,61,7.8,4.4,401.7,    2.48,    1.25,    1.84
Barisal,2020,9,17,32.8,26.4,0,3,91,68,8.2,4,413.96,    2.50,    1.27,    1.89
Barisal,2020,9,18,33.8,26.6,0,2,92,75,8.5,3.7,423.16,    2.62,    1.33,    1.98
Barisal,2020,9,19,33.8,26.8,55,2,91,75,8.5,3.7,423.16,    2.59,    1.34,    2.06
Barisal,2020,9,20,35,26,11,2,91,69,8.4,3.8,420.09,    2.66,    1.35,    2.13
Barisal,2020,9,21,28.6,26.2,66,1,91,83,0.2,12,168.73,    2.70,    1.57,    2.24
Barisal,2020,9,22,33.6,26,40,1,91,92,0,12.2,162.6,    2.75,    1.60,    2.21
Barisal,2020,9,23,26.6,25.8,85,1,95,96,0,12.2,162.6,    2.59,    1.55,    2.04
Barisal,2020,9,24,28,25,16,1,91,96,0,12.2,162.6,    2.47,    1.51,    1.94
Barisal,2020,9,25,28.6,25.4,28,1,91,92,1,11.2,193.25,    1.95,    1.43,    1.72
Barisal,2020,9,26,29.6,25.2,8,2,95,92,2.8,9.4,248.43,    1.91,    1.41,    1.66
Barisal,2020,9,27,31.6,25.8,2,2,91,84,4.5,7.7,300.54,    1.95,    1.33,    1.65
Barisal,2020,9,28,32,25.6,0,3,91,84,7.5,4.7,392.51,    2.03,    1.32,    1.68
Barisal,2020,9,29,33,25.8,0,1,91,76,4.2,8,291.35,    2.10,    1.31,    1.71
Barisal,2020,9,30,32.2,25,0,1,91,83,3.1,9.1,257.63,    2.18,    1.33,    1.77
Barisal,2020,10,1,31.6,26,8,2,91,68,7.6,4,368.01,    2.50,     .63,    1.42
Barisal,2020,10,2,31.8,26.4,7,1,92,76,4.9,6.7,289.42,    2.65,     .60,    1.46
Barisal,2020,10,3,32,25.4,0,2,91,76,7.2,4.4,356.37,    2.60,     .62,    1.43
Barisal,2020,10,4,31,25.8,2,1,91,75,3.9,7.7,260.32,    2.55,     .64,    1.42
Barisal,2020,10,5,30,26,1,1,91,76,3.1,8.5,237.03,    2.50,     .65,    1.43
Barisal,2020,10,6,28,25.2,2,1,91,91,0,11.6,146.8,    2.45,     .67,    1.44
Barisal,2020,10,7,32.2,25.4,9,2,96,84,5.2,6.4,298.16,    2.35,     .69,    1.42
Barisal,2020,10,8,32.4,25.6,0,2,90,83,6.2,5.4,327.26,    2.20,     .70,    1.38
Barisal,2020,10,9,38.4,26,0,3,90,76,7.5,4.1,365.1,    2.00,     .72,    1.37
Barisal,2020,10,10,34.4,25.8,0,3,92,76,6.7,4.9,341.82,    1.90,     .74,    1.37
Barisal,2020,10,11,35,26,0,4,91,63,7.1,4.5,353.46,    1.80,     .75,    1.35
Barisal,2020,10,12,34.8,26.2,0,4,91,77,7.2,4.4,356.37,    1.75,     .73,    1.33
Barisal,2020,10,13,35.2,26.6,0,4,91,62,7.9,3.7,376.74,    1.95,     .70,    1.33
Barisal,2020,10,14,34.8,26,3,3,91,76,6.5,5.1,335.99,    2.35,     .70,    1.41
Barisal,2020,10,15,34.4,25.8,0,3,91,76,6.4,5.2,333.08,    2.55,     .68,    1.46
Barisal,2020,10,16,34.6,26.4,0,3,92,84,7.8,3.8,373.83,    2.65,     .65,    1.46
Barisal,2020,10,17,34,26.6,5,2,92,68,6.7,4.9,341.82,    2.70,     .63,    1.51
Barisal,2020,10,18,31.6,26.8,1,1,91,74,2.2,9.4,210.84,    2.72,     .60,    1.48
Barisal,2020,10,19,33.4,26,0,2,91,68,6.2,5.4,327.26,    2.65,     .58,    1.44
Barisal,2020,10,20,31.6,26.2,1,1,91,83,2.1,9.5,207.92,    2.50,     .55,    1.44
Barisal,2020,10,21,29,26,51,1,91,83,0.5,11.1,161.35,    2.45,     .53,    1.45
Barisal,2020,10,22,26.4,24.6,145.2,0,91,91,0,11.6,146.8,    2.40,     .50,    1.43
Barisal,2020,10,23,25.8,23.4,138.1,1,91,90,0,11.6,146.8,    2.30,     .65,    1.48
Barisal,2020,10,24,25.6,24.2,4,1,91,96,1,10.6,175.91,    2.20,     .85,    1.49
Barisal,2020,10,25,29.6,23,0,2,90,76,6.9,4.7,347.64,    2.15,     .80,    1.52
Barisal,2020,10,26,31.6,23.2,0,2,90,83,6.8,4.8,344.73,    2.00,     .78,    1.48
Barisal,2020,10,27,30.4,23.8,0,1,90,75,5.1,6.5,295.25,    2.15,     .75,    1.44
Barisal,2020,10,28,31.8,23.6,0,2,90,75,6.6,5,338.91,    2.20,     .72,    1.39
Barisal,2020,10,29,32.8,23.8,0,1,90,67,6.8,4.8,344.73,    2.55,     .70,    1.59
Barisal,2020,10,30,33.8,23.8,8,2,91,67,7.3,4.3,359.28,    2.30,     .67,    1.38
Barisal,2020,10,31,30,24.4,0,1,91,75,5.1,6.5,295.25,    2.45,     .65,    1.41
Barisal,2020,11,1,27.6,24.2,0,1,90,82,1,10,150.17,    2.07,     .95,    1.59
Barisal,2020,11,2,29,24.8,0,1,91,76,3.1,7.9,204.7,    2.08,     .93,    1.64
Barisal,2020,11,3,30.6,24,0,1,91,68,5.4,5.6,264.43,    2.15,     .92,    1.65
Barisal,2020,11,4,28.6,24.8,0,1,90,65,4.8,6.2,248.85,    2.18,     .90,    1.64
Barisal,2020,11,5,28.4,20.8,0,1,90,54,1,10,150.17,    2.06,     .85,    1.54
Barisal,2020,11,6,28.4,19,0,2,89,44,6.2,4.8,285.21,    2.02,     .82,    1.47
Barisal,2020,11,7,28.6,17.8,0,2,88,54,7.5,3.5,318.97,    1.73,     .75,    1.26
Barisal,2020,11,8,31.8,17.4,0,2,88,58,7.6,3.4,321.57,    1.56,     .72,    1.16
Barisal,2020,11,9,32,22,0,2,90,58,7.6,3.4,321.57,    1.45,     .79,    1.15
Barisal,2020,11,10,32.2,25,0,2,90,60,7.3,3.7,313.77,    1.43,     .80,    1.13
Barisal,2020,11,11,31,21.2,0,3,90,48,7.7,3.3,324.16,    1.46,     .75,    1.06
Barisal,2020,11,12,30.2,20,0,2,90,50,6.8,4.2,300.79,    1.66,     .89,    1.26
Barisal,2020,11,13,32.2,23,0,1,90,58,6.7,4.3,298.19,    1.69,     .88,    1.25
Barisal,2020,11,14,31,20,0,2,89,58,6.8,4.2,300.79,    1.95,     .76,    1.37
Barisal,2020,11,15,30.8,19.8,0,1,89,49,7.6,3.4,321.57,    1.86,     .75,    1.42
Barisal,2020,11,16,29.2,19,0,1,89,57,7.2,3.8,311.18,    1.85,     .79,    1.43
Barisal,2020,11,17,32,19.4,0,2,78,65,7,4,305.98,    1.83,     .78,    1.34
Barisal,2020,11,18,29.2,19,0,1,89,56,6.3,4.7,287.81,    1.76,     .47,    1.19
Barisal,2020,11,19,29.2,19.4,0,1,90,57,4.1,6.9,230.67,    1.61,     .46,    1.11
Barisal,2020,11,20,31,20.2,0,1,90,66,3.8,7.2,222.88,    1.53,     .42,    1.03
Barisal,2020,11,21,32,20.8,0,1,90,81,0.4,10.6,134.59,    1.35,     .39,     .91
Barisal,2020,11,22,25.8,20,0,2,88,53,6.6,4.4,295.6,    1.28,     .43,     .88
Barisal,2020,11,23,25.2,16.4,0,1,88,51,6.7,4.3,298.19,    1.22,     .44,     .85
Barisal,2020,11,24,19.4,13.8,0,1,87,60,4.3,6.7,235.87,    1.15,     .40,     .73
Barisal,2020,11,25,25.8,14,0,1,87,71,4.5,6.5,241.06,    1.12,     .42,     .77
Barisal,2020,11,26,26,14.6,0,1,87,44,4.2,6.8,233.27,    1.09,     .43,     .79
Barisal,2020,11,27,28.6,15,0,2,88,44,7,4,305.98,    1.10,     .45,     .81
Barisal,2020,11,28,28.8,15.8,0,2,89,56,7.1,3.9,308.58,    1.22,     .44,     .88
Barisal,2020,11,29,26,16.2,0,2,88,64,7.2,3.8,311.18,    1.29,     .42,     .90
Barisal,2020,11,30,29,16,0,2,88,56,7.4,3.6,316.37,    1.33,     .40,     .93
Barisal,2020,12,1,30,NIL,0,2,88,53,7,3.7,284.03,    1.35,     .39,     .94
Barisal,2020,12,2,28,15,0,1,75,56,6.8,3.9,279.15,    1.38,     .35,     .94
Barisal,2020,12,3,27.6,15.4,0,1,88,54,6.6,4.1,274.28,    1.61,     .33,     .95
Barisal,2020,12,4,27.4,15.8,0,1,88,54,5.9,4.8,257.22,    1.59,     .32,     .95
Barisal,2020,12,5,27.4,16,0,1,88,53,5.4,5.3,245.03,    1.47,     .30,     .90
Barisal,2020,12,6,26.8,16,0,1,88,56,5.6,5.1,249.9,    1.45,     .28,     .87
Barisal,2020,12,7,27,16.2,0,1,88,72,5.1,5.6,237.72,    1.39,     .26,     .83
Barisal,2020,12,8,25.8,16.4,0,1,88,72,4.9,5.8,232.84,    1.30,     .25,     .79
Barisal,2020,12,9,23.2,16.6,0,1,89,74,4.1,6.6,213.34,    1.26,     .23,     .76
Barisal,2020,12,10,22.4,16.8,0,1,88,60,2.8,7.9,181.65,    1.20,     .26,     .79
Barisal,2020,12,11,20.6,17,0,1,88,90,2.1,8.6,164.59,    1.15,     .34,     .80
Barisal,2020,12,12,22.2,14,0,1,87,69,2.3,8.4,169.46,    1.19,     .36,     .82
Barisal,2020,12,13,25.2,15.2,0,2,87,71,5.8,4.9,254.78,    1.29,     .35,     .85
Barisal,2020,12,14,25.6,14.6,0,1,75,62,5.2,5.5,240.15,    1.34,     .33,     .84
Barisal,2020,12,15,25.6,15.2,0,2,88,63,5.9,4.8,257.22,    1.35,     .31,     .84
Barisal,2020,12,16,25.8,15.4,0,2,88,51,5.9,4.8,257.22,    1.34,     .30,     .85
Barisal,2020,12,17,25.8,15,0,2,87,51,6.8,3.9,279.15,    1.33,     .25,     .83
Barisal,2020,12,18,23.4,15.2,0,1,87,48,6.1,4.6,262.09,    1.28,     .25,     .77
Barisal,2020,12,19,22,15.2,0,2,85,34,6.9,3.8,281.59,    1.19,     .19,     .70
Barisal,2020,12,20,22.2,15,0,1,85,46,6.3,4.4,266.97,    1.09,     .00,     .61
Barisal,2020,12,21,23.2,10,0,1,86,59,5.9,4.8,257.22,    1.08,    -.02,     .53
Barisal,2020,12,22,24,10.8,0,2,86,59,6.3,4.4,266.97,    1.07,    -.03,     .49
Barisal,2020,12,23,24.1,10.8,0,1,86,60,6.2,4.5,264.53,     .97,    -.02,     .44
Barisal,2020,12,24,25,11.2,0,2,87,60,6.6,4.1,274.28,     .92,    -.04,     .39
Barisal,2020,12,25,25.6,12.8,0,2,88,60,6.2,4.5,264.53,     .93,    -.07,     .44
Barisal,2020,12,26,24,12,0,2,86,59,6.6,4.1,274.28,    1.00,    -.03,     .49
Barisal,2020,12,27,22.2,11.6,0,2,86,48,6.7,4,276.72,    1.09,     .03,     .56
Barisal,2020,12,28,23,10,0,1,85,48,6.2,4.5,264.53,    1.18,     .01,     .61
Barisal,2020,12,29,23.8,10,0,1,85,59,5.9,4.8,257.22,    1.29,     .03,     .67
Barisal,2020,12,30,25,10.8,0,2,86,48,6.9,3.8,281.59,    1.34,     .01,     .74
Barisal,2020,12,31,24,11,0,1,70,59,5.8,4.9,254.78,    1.39,     .06,     .77
